"IDE_PEDIDO","IDE_PEDIDO_EST","DES_PEDIDO","IDE_PROVEEDOR","DES_PROVEEDOR"
10738,"SO MIG100339","ORDER SALES MIG100339","FedEx","CARRIER FedEx"
10739,"SO MIG100340","ORDER SALES MIG100340","FedEx","CARRIER FedEx"
10740,"SO MIG100341","ORDER SALES MIG100341","FedEx","CARRIER FedEx"
10741,"SO MIG100342","ORDER SALES MIG100342","FedEx","CARRIER FedEx"
10742,"SO MIG100343","ORDER SALES MIG100343","FedEx","CARRIER FedEx"
10743,"SO MIG100344","ORDER SALES MIG100344","FedEx","CARRIER FedEx"
10744,"SO MIG100345","ORDER SALES MIG100345","FedEx","CARRIER FedEx"
10745,"SO MIG100346","ORDER SALES MIG100346","FedEx","CARRIER FedEx"
10746,"SO MIG100347","ORDER SALES MIG100347","FedEx","CARRIER FedEx"
10747,"SO MIG100348","ORDER SALES MIG100348","FedEx","CARRIER FedEx"
10748,"SO MIG100349","ORDER SALES MIG100349","FedEx","CARRIER FedEx"
10749,"SO MIG100350","ORDER SALES MIG100350","FedEx","CARRIER FedEx"
10750,"SO MIG100351","ORDER SALES MIG100351","FedEx","CARRIER FedEx"
10751,"SO MIG100352","ORDER SALES MIG100352","FedEx","CARRIER FedEx"
10752,"SO MIG100353","ORDER SALES MIG100353","FedEx","CARRIER FedEx"
10753,"SO MIG100354","ORDER SALES MIG100354","FedEx","CARRIER FedEx"
10754,"SO MIG100355","ORDER SALES MIG100355","FedEx","CARRIER FedEx"
10755,"SO MIG100356","ORDER SALES MIG100356","FedEx","CARRIER FedEx"
10756,"SO MIG100357","ORDER SALES MIG100357","FedEx","CARRIER FedEx"
10757,"SO MIG100358","ORDER SALES MIG100358","FedEx","CARRIER FedEx"
10758,"SO MIG100359","ORDER SALES MIG100359","FedEx","CARRIER FedEx"
10759,"SO MIG100360","ORDER SALES MIG100360","FedEx","CARRIER FedEx"
10760,"SO MIG100361","ORDER SALES MIG100361","FedEx","CARRIER FedEx"
10761,"SO MIG100362","ORDER SALES MIG100362","FedEx","CARRIER FedEx"
10762,"SO MIG100363","ORDER SALES MIG100363","FedEx","CARRIER FedEx"
10763,"SO MIG100364","ORDER SALES MIG100364","FedEx","CARRIER FedEx"
10764,"SO MIG100365","ORDER SALES MIG100365","FedEx","CARRIER FedEx"
10765,"SO MIG100366","ORDER SALES MIG100366","FedEx","CARRIER FedEx"
10766,"SO MIG100367","ORDER SALES MIG100367","FedEx","CARRIER FedEx"
10767,"SO MIG100368","ORDER SALES MIG100368","FedEx","CARRIER FedEx"
10768,"SO MIG100369","ORDER SALES MIG100369","FedEx","CARRIER FedEx"
10769,"SO MIG100370","ORDER SALES MIG100370","FedEx","CARRIER FedEx"
10770,"SO MIG100371","ORDER SALES MIG100371","FedEx","CARRIER FedEx"
10771,"SO MIG100372","ORDER SALES MIG100372","FedEx","CARRIER FedEx"
10772,"SO MIG100373","ORDER SALES MIG100373","FedEx","CARRIER FedEx"
10773,"SO MIG100374","ORDER SALES MIG100374","FedEx","CARRIER FedEx"
10774,"SO MIG100375","ORDER SALES MIG100375","FedEx","CARRIER FedEx"
10775,"SO MIG100376","ORDER SALES MIG100376","FedEx","CARRIER FedEx"
10776,"SO MIG100377","ORDER SALES MIG100377","FedEx","CARRIER FedEx"
10777,"SO MIG100378","ORDER SALES MIG100378","FedEx","CARRIER FedEx"
10778,"SO MIG100379","ORDER SALES MIG100379","FedEx","CARRIER FedEx"
10779,"SO MIG100380","ORDER SALES MIG100380","FedEx","CARRIER FedEx"
10780,"SO MIG100381","ORDER SALES MIG100381","FedEx","CARRIER FedEx"
10781,"SO MIG100382","ORDER SALES MIG100382","FedEx","CARRIER FedEx"
10782,"SO MIG100383","ORDER SALES MIG100383","FedEx","CARRIER FedEx"
10783,"SO MIG100384","ORDER SALES MIG100384","FedEx","CARRIER FedEx"
10784,"SO MIG100385","ORDER SALES MIG100385","FedEx","CARRIER FedEx"
10785,"SO MIG100386","ORDER SALES MIG100386","FedEx","CARRIER FedEx"
10786,"SO MIG100387","ORDER SALES MIG100387","FedEx","CARRIER FedEx"
10787,"SO MIG100388","ORDER SALES MIG100388","FedEx","CARRIER FedEx"
10788,"SO MIG100389","ORDER SALES MIG100389","FedEx","CARRIER FedEx"
10789,"SO MIG100390","ORDER SALES MIG100390","FedEx","CARRIER FedEx"
10790,"SO MIG100391","ORDER SALES MIG100391","FedEx","CARRIER FedEx"
10791,"SO MIG100392","ORDER SALES MIG100392","FedEx","CARRIER FedEx"
10792,"SO MIG100393","ORDER SALES MIG100393","FedEx","CARRIER FedEx"
10793,"SO MIG100394","ORDER SALES MIG100394","FedEx","CARRIER FedEx"
10794,"SO MIG100395","ORDER SALES MIG100395","FedEx","CARRIER FedEx"
10795,"SO MIG100396","ORDER SALES MIG100396","FedEx","CARRIER FedEx"
10796,"SO MIG100397","ORDER SALES MIG100397","FedEx","CARRIER FedEx"
10797,"SO MIG100398","ORDER SALES MIG100398","FedEx","CARRIER FedEx"
10798,"SO MIG100399","ORDER SALES MIG100399","FedEx","CARRIER FedEx"
10799,"SO MIG100400","ORDER SALES MIG100400","FedEx","CARRIER FedEx"
10800,"SO MIG100401","ORDER SALES MIG100401","FedEx","CARRIER FedEx"
10801,"SO MIG100402","ORDER SALES MIG100402","FedEx","CARRIER FedEx"
10802,"SO MIG100403","ORDER SALES MIG100403","FedEx","CARRIER FedEx"
10803,"SO MIG100404","ORDER SALES MIG100404","FedEx","CARRIER FedEx"
10804,"SO MIG100405","ORDER SALES MIG100405","FedEx","CARRIER FedEx"
10805,"SO MIG100406","ORDER SALES MIG100406","FedEx","CARRIER FedEx"
10806,"SO MIG100407","ORDER SALES MIG100407","FedEx","CARRIER FedEx"
10807,"SO MIG100408","ORDER SALES MIG100408","FedEx","CARRIER FedEx"
10808,"SO MIG100409","ORDER SALES MIG100409","FedEx","CARRIER FedEx"
10809,"SO MIG100410","ORDER SALES MIG100410","FedEx","CARRIER FedEx"
10810,"SO MIG100411","ORDER SALES MIG100411","FedEx","CARRIER FedEx"
10811,"SO MIG100412","ORDER SALES MIG100412","FedEx","CARRIER FedEx"
10812,"SO MIG100413","ORDER SALES MIG100413","FedEx","CARRIER FedEx"
10813,"SO MIG100414","ORDER SALES MIG100414","FedEx","CARRIER FedEx"
10814,"SO MIG100415","ORDER SALES MIG100415","FedEx","CARRIER FedEx"
10815,"SO MIG100416","ORDER SALES MIG100416","FedEx","CARRIER FedEx"
10816,"SO MIG100417","ORDER SALES MIG100417","FedEx","CARRIER FedEx"
10817,"SO MIG100418","ORDER SALES MIG100418","FedEx","CARRIER FedEx"
10818,"SO MIG100419","ORDER SALES MIG100419","FedEx","CARRIER FedEx"
10819,"SO MIG100420","ORDER SALES MIG100420","FedEx","CARRIER FedEx"
10820,"SO MIG100421","ORDER SALES MIG100421","FedEx","CARRIER FedEx"
10821,"SO MIG100422","ORDER SALES MIG100422","FedEx","CARRIER FedEx"
10822,"SO MIG100423","ORDER SALES MIG100423","FedEx","CARRIER FedEx"
10823,"SO MIG100424","ORDER SALES MIG100424","FedEx","CARRIER FedEx"
10824,"SO MIG100425","ORDER SALES MIG100425","FedEx","CARRIER FedEx"
10825,"SO MIG100426","ORDER SALES MIG100426","FedEx","CARRIER FedEx"
10826,"SO MIG100427","ORDER SALES MIG100427","FedEx","CARRIER FedEx"
10827,"SO MIG100428","ORDER SALES MIG100428","FedEx","CARRIER FedEx"
10828,"SO MIG100429","ORDER SALES MIG100429","FedEx","CARRIER FedEx"
10829,"SO MIG100430","ORDER SALES MIG100430","FedEx","CARRIER FedEx"
10830,"SO MIG100431","ORDER SALES MIG100431","FedEx","CARRIER FedEx"
10831,"SO MIG100432","ORDER SALES MIG100432","FedEx","CARRIER FedEx"
10832,"SO MIG100433","ORDER SALES MIG100433","FedEx","CARRIER FedEx"
10833,"SO MIG100434","ORDER SALES MIG100434","FedEx","CARRIER FedEx"
10834,"SO MIG100435","ORDER SALES MIG100435","FedEx","CARRIER FedEx"
10835,"SO MIG100436","ORDER SALES MIG100436","FedEx","CARRIER FedEx"
10836,"SO MIG100437","ORDER SALES MIG100437","FedEx","CARRIER FedEx"
10837,"SO MIG100438","ORDER SALES MIG100438","FedEx","CARRIER FedEx"
10838,"SO MIG100439","ORDER SALES MIG100439","FedEx","CARRIER FedEx"
10839,"SO MIG100440","ORDER SALES MIG100440","FedEx","CARRIER FedEx"
10840,"SO MIG100441","ORDER SALES MIG100441","FedEx","CARRIER FedEx"
10841,"SO MIG100442","ORDER SALES MIG100442","FedEx","CARRIER FedEx"
10842,"SO MIG100443","ORDER SALES MIG100443","FedEx","CARRIER FedEx"
10843,"SO MIG100444","ORDER SALES MIG100444","FedEx","CARRIER FedEx"
10844,"SO MIG100445","ORDER SALES MIG100445","FedEx","CARRIER FedEx"
10845,"SO MIG100446","ORDER SALES MIG100446","FedEx","CARRIER FedEx"
10846,"SO MIG100447","ORDER SALES MIG100447","FedEx","CARRIER FedEx"
10847,"SO MIG100448","ORDER SALES MIG100448","FedEx","CARRIER FedEx"
10848,"SO MIG100449","ORDER SALES MIG100449","FedEx","CARRIER FedEx"
10849,"SO MIG100450","ORDER SALES MIG100450","FedEx","CARRIER FedEx"
10850,"SO MIG100451","ORDER SALES MIG100451","FedEx","CARRIER FedEx"
10851,"SO MIG100452","ORDER SALES MIG100452","FedEx","CARRIER FedEx"
10852,"SO MIG100453","ORDER SALES MIG100453","FedEx","CARRIER FedEx"
10853,"SO MIG100454","ORDER SALES MIG100454","FedEx","CARRIER FedEx"
10854,"SO MIG100455","ORDER SALES MIG100455","FedEx","CARRIER FedEx"
10855,"SO MIG100456","ORDER SALES MIG100456","FedEx","CARRIER FedEx"
10856,"SO MIG100457","ORDER SALES MIG100457","FedEx","CARRIER FedEx"
10857,"SO MIG100458","ORDER SALES MIG100458","FedEx","CARRIER FedEx"
10858,"SO MIG100459","ORDER SALES MIG100459","FedEx","CARRIER FedEx"
10859,"SO MIG100460","ORDER SALES MIG100460","FedEx","CARRIER FedEx"
10860,"SO MIG100461","ORDER SALES MIG100461","FedEx","CARRIER FedEx"
10861,"SO MIG100462","ORDER SALES MIG100462","FedEx","CARRIER FedEx"
10862,"SO MIG100463","ORDER SALES MIG100463","FedEx","CARRIER FedEx"
10863,"SO MIG100464","ORDER SALES MIG100464","FedEx","CARRIER FedEx"
10864,"SO MIG100465","ORDER SALES MIG100465","FedEx","CARRIER FedEx"
10865,"SO MIG100466","ORDER SALES MIG100466","FedEx","CARRIER FedEx"
10866,"SO MIG100467","ORDER SALES MIG100467","FedEx","CARRIER FedEx"
10867,"SO MIG100468","ORDER SALES MIG100468","FedEx","CARRIER FedEx"
10868,"SO MIG100469","ORDER SALES MIG100469","FedEx","CARRIER FedEx"
10869,"SO MIG100470","ORDER SALES MIG100470","FedEx","CARRIER FedEx"
10870,"SO MIG100471","ORDER SALES MIG100471","FedEx","CARRIER FedEx"
10871,"SO MIG100472","ORDER SALES MIG100472","FedEx","CARRIER FedEx"
10872,"SO MIG100473","ORDER SALES MIG100473","FedEx","CARRIER FedEx"
10873,"SO MIG100474","ORDER SALES MIG100474","FedEx","CARRIER FedEx"
10874,"SO MIG100475","ORDER SALES MIG100475","FedEx","CARRIER FedEx"
10875,"SO MIG100476","ORDER SALES MIG100476","FedEx","CARRIER FedEx"
10876,"SO MIG100477","ORDER SALES MIG100477","FedEx","CARRIER FedEx"
10877,"SO MIG100478","ORDER SALES MIG100478","FedEx","CARRIER FedEx"
10878,"SO MIG100479","ORDER SALES MIG100479","FedEx","CARRIER FedEx"
10879,"SO MIG100480","ORDER SALES MIG100480","FedEx","CARRIER FedEx"
10880,"SO MIG100481","ORDER SALES MIG100481","FedEx","CARRIER FedEx"
10881,"SO MIG100482","ORDER SALES MIG100482","FedEx","CARRIER FedEx"
10882,"SO MIG100483","ORDER SALES MIG100483","FedEx","CARRIER FedEx"
10883,"SO MIG100484","ORDER SALES MIG100484","FedEx","CARRIER FedEx"
10884,"SO MIG100485","ORDER SALES MIG100485","FedEx","CARRIER FedEx"
10885,"SO MIG100486","ORDER SALES MIG100486","FedEx","CARRIER FedEx"
10886,"SO MIG100487","ORDER SALES MIG100487","FedEx","CARRIER FedEx"
10887,"SO MIG100488","ORDER SALES MIG100488","FedEx","CARRIER FedEx"
10888,"SO MIG100489","ORDER SALES MIG100489","FedEx","CARRIER FedEx"
10889,"SO MIG100490","ORDER SALES MIG100490","FedEx","CARRIER FedEx"
10890,"SO MIG100491","ORDER SALES MIG100491","FedEx","CARRIER FedEx"
10891,"SO MIG100492","ORDER SALES MIG100492","FedEx","CARRIER FedEx"
10892,"SO MIG100493","ORDER SALES MIG100493","FedEx","CARRIER FedEx"
10893,"SO MIG100494","ORDER SALES MIG100494","FedEx","CARRIER FedEx"
10894,"SO MIG100495","ORDER SALES MIG100495","FedEx","CARRIER FedEx"
10895,"SO MIG100496","ORDER SALES MIG100496","FedEx","CARRIER FedEx"
10896,"SO MIG100497","ORDER SALES MIG100497","FedEx","CARRIER FedEx"
10897,"SO MIG100498","ORDER SALES MIG100498","FedEx","CARRIER FedEx"
10898,"SO MIG100499","ORDER SALES MIG100499","FedEx","CARRIER FedEx"
10899,"SO MIG100500","ORDER SALES MIG100500","FedEx","CARRIER FedEx"
10900,"SO MIG100501","ORDER SALES MIG100501","FedEx","CARRIER FedEx"
10901,"SO MIG100502","ORDER SALES MIG100502","FedEx","CARRIER FedEx"
10902,"SO MIG100503","ORDER SALES MIG100503","FedEx","CARRIER FedEx"
10903,"SO MIG100504","ORDER SALES MIG100504","FedEx","CARRIER FedEx"
10904,"SO MIG100505","ORDER SALES MIG100505","FedEx","CARRIER FedEx"
10905,"SO MIG100506","ORDER SALES MIG100506","FedEx","CARRIER FedEx"
10906,"SO MIG100507","ORDER SALES MIG100507","FedEx","CARRIER FedEx"
10907,"SO MIG100508","ORDER SALES MIG100508","FedEx","CARRIER FedEx"
10908,"SO MIG100509","ORDER SALES MIG100509","FedEx","CARRIER FedEx"
10909,"SO MIG100510","ORDER SALES MIG100510","FedEx","CARRIER FedEx"
10910,"SO MIG100511","ORDER SALES MIG100511","FedEx","CARRIER FedEx"
10911,"SO MIG100512","ORDER SALES MIG100512","FedEx","CARRIER FedEx"
10912,"SO MIG100513","ORDER SALES MIG100513","FedEx","CARRIER FedEx"
10913,"SO MIG100514","ORDER SALES MIG100514","FedEx","CARRIER FedEx"
10914,"SO MIG100515","ORDER SALES MIG100515","FedEx","CARRIER FedEx"
10915,"SO MIG100516","ORDER SALES MIG100516","FedEx","CARRIER FedEx"
10916,"SO MIG100517","ORDER SALES MIG100517","FedEx","CARRIER FedEx"
10917,"SO MIG100518","ORDER SALES MIG100518","FedEx","CARRIER FedEx"
10918,"SO MIG100519","ORDER SALES MIG100519","FedEx","CARRIER FedEx"
10919,"SO MIG100520","ORDER SALES MIG100520","FedEx","CARRIER FedEx"
10920,"SO MIG100521","ORDER SALES MIG100521","FedEx","CARRIER FedEx"
10921,"SO MIG100522","ORDER SALES MIG100522","FedEx","CARRIER FedEx"
10922,"SO MIG100523","ORDER SALES MIG100523","FedEx","CARRIER FedEx"
10923,"SO MIG100524","ORDER SALES MIG100524","FedEx","CARRIER FedEx"
10924,"SO MIG100525","ORDER SALES MIG100525","FedEx","CARRIER FedEx"
10925,"SO MIG100526","ORDER SALES MIG100526","FedEx","CARRIER FedEx"
10926,"SO MIG100527","ORDER SALES MIG100527","FedEx","CARRIER FedEx"
10927,"SO MIG100528","ORDER SALES MIG100528","FedEx","CARRIER FedEx"
10928,"SO MIG100529","ORDER SALES MIG100529","FedEx","CARRIER FedEx"
10929,"SO MIG100530","ORDER SALES MIG100530","FedEx","CARRIER FedEx"
10930,"SO MIG100531","ORDER SALES MIG100531","FedEx","CARRIER FedEx"
10931,"SO MIG100532","ORDER SALES MIG100532","FedEx","CARRIER FedEx"
10932,"SO MIG100533","ORDER SALES MIG100533","FedEx","CARRIER FedEx"
10933,"SO MIG100534","ORDER SALES MIG100534","FedEx","CARRIER FedEx"
10934,"SO MIG100535","ORDER SALES MIG100535","FedEx","CARRIER FedEx"
10935,"SO MIG100536","ORDER SALES MIG100536","FedEx","CARRIER FedEx"
10936,"SO MIG100537","ORDER SALES MIG100537","FedEx","CARRIER FedEx"
10937,"SO MIG100538","ORDER SALES MIG100538","FedEx","CARRIER FedEx"
10938,"SO MIG100539","ORDER SALES MIG100539","FedEx","CARRIER FedEx"
10939,"SO MIG100540","ORDER SALES MIG100540","FedEx","CARRIER FedEx"
10940,"SO MIG100541","ORDER SALES MIG100541","FedEx","CARRIER FedEx"
10941,"SO MIG100542","ORDER SALES MIG100542","FedEx","CARRIER FedEx"
10942,"SO MIG100543","ORDER SALES MIG100543","FedEx","CARRIER FedEx"
10943,"SO MIG100544","ORDER SALES MIG100544","FedEx","CARRIER FedEx"
10944,"SO MIG100545","ORDER SALES MIG100545","FedEx","CARRIER FedEx"
10945,"SO MIG100546","ORDER SALES MIG100546","FedEx","CARRIER FedEx"
10946,"SO MIG100547","ORDER SALES MIG100547","FedEx","CARRIER FedEx"
10947,"SO MIG100548","ORDER SALES MIG100548","FedEx","CARRIER FedEx"
10948,"SO MIG100549","ORDER SALES MIG100549","FedEx","CARRIER FedEx"
10949,"SO MIG100550","ORDER SALES MIG100550","FedEx","CARRIER FedEx"
10950,"SO MIG100551","ORDER SALES MIG100551","FedEx","CARRIER FedEx"
10951,"SO MIG100552","ORDER SALES MIG100552","FedEx","CARRIER FedEx"
10952,"SO MIG100553","ORDER SALES MIG100553","FedEx","CARRIER FedEx"
10953,"SO MIG100554","ORDER SALES MIG100554","FedEx","CARRIER FedEx"
10954,"SO MIG100555","ORDER SALES MIG100555","FedEx","CARRIER FedEx"
10955,"SO MIG100556","ORDER SALES MIG100556","FedEx","CARRIER FedEx"
10956,"SO MIG100557","ORDER SALES MIG100557","FedEx","CARRIER FedEx"
10957,"SO MIG100558","ORDER SALES MIG100558","FedEx","CARRIER FedEx"
10958,"SO MIG100559","ORDER SALES MIG100559","FedEx","CARRIER FedEx"
10959,"SO MIG100560","ORDER SALES MIG100560","FedEx","CARRIER FedEx"
10960,"SO MIG100561","ORDER SALES MIG100561","FedEx","CARRIER FedEx"
10961,"SO MIG100562","ORDER SALES MIG100562","FedEx","CARRIER FedEx"
10962,"SO MIG100563","ORDER SALES MIG100563","FedEx","CARRIER FedEx"
10963,"SO MIG100564","ORDER SALES MIG100564","FedEx","CARRIER FedEx"
10964,"SO MIG100565","ORDER SALES MIG100565","FedEx","CARRIER FedEx"
10965,"SO MIG100566","ORDER SALES MIG100566","FedEx","CARRIER FedEx"
10966,"SO MIG100567","ORDER SALES MIG100567","FedEx","CARRIER FedEx"
10967,"SO MIG100568","ORDER SALES MIG100568","FedEx","CARRIER FedEx"
10968,"SO MIG100569","ORDER SALES MIG100569","FedEx","CARRIER FedEx"
10969,"SO MIG100570","ORDER SALES MIG100570","FedEx","CARRIER FedEx"
10970,"SO MIG100571","ORDER SALES MIG100571","FedEx","CARRIER FedEx"
10971,"SO MIG100572","ORDER SALES MIG100572","FedEx","CARRIER FedEx"
10972,"SO MIG100573","ORDER SALES MIG100573","FedEx","CARRIER FedEx"
10973,"SO MIG100574","ORDER SALES MIG100574","FedEx","CARRIER FedEx"
10974,"SO MIG100575","ORDER SALES MIG100575","FedEx","CARRIER FedEx"
10975,"SO MIG100576","ORDER SALES MIG100576","FedEx","CARRIER FedEx"
10976,"SO MIG100577","ORDER SALES MIG100577","FedEx","CARRIER FedEx"
10977,"SO MIG100578","ORDER SALES MIG100578","FedEx","CARRIER FedEx"
10978,"SO MIG100579","ORDER SALES MIG100579","FedEx","CARRIER FedEx"
10979,"SO MIG100580","ORDER SALES MIG100580","FedEx","CARRIER FedEx"
10980,"SO MIG100581","ORDER SALES MIG100581","FedEx","CARRIER FedEx"
10981,"SO MIG100582","ORDER SALES MIG100582","FedEx","CARRIER FedEx"
10982,"SO MIG100583","ORDER SALES MIG100583","FedEx","CARRIER FedEx"
10983,"SO MIG100584","ORDER SALES MIG100584","FedEx","CARRIER FedEx"
10984,"SO MIG100585","ORDER SALES MIG100585","FedEx","CARRIER FedEx"
10985,"SO MIG100586","ORDER SALES MIG100586","FedEx","CARRIER FedEx"
10986,"SO MIG100587","ORDER SALES MIG100587","FedEx","CARRIER FedEx"
10987,"SO MIG100588","ORDER SALES MIG100588","FedEx","CARRIER FedEx"
10988,"SO MIG100589","ORDER SALES MIG100589","FedEx","CARRIER FedEx"
10989,"SO MIG100590","ORDER SALES MIG100590","FedEx","CARRIER FedEx"
10990,"SO MIG100591","ORDER SALES MIG100591","FedEx","CARRIER FedEx"
10991,"SO MIG100592","ORDER SALES MIG100592","FedEx","CARRIER FedEx"
10992,"SO MIG100593","ORDER SALES MIG100593","FedEx","CARRIER FedEx"
10993,"SO MIG100594","ORDER SALES MIG100594","FedEx","CARRIER FedEx"
10994,"SO MIG100595","ORDER SALES MIG100595","FedEx","CARRIER FedEx"
10995,"SO MIG100596","ORDER SALES MIG100596","FedEx","CARRIER FedEx"
10996,"SO MIG100597","ORDER SALES MIG100597","FedEx","CARRIER FedEx"
10997,"SO MIG100598","ORDER SALES MIG100598","FedEx","CARRIER FedEx"
10998,"SO MIG100599","ORDER SALES MIG100599","FedEx","CARRIER FedEx"
10999,"SO MIG100600","ORDER SALES MIG100600","FedEx","CARRIER FedEx"
11000,"SO MIG100601","ORDER SALES MIG100601","FedEx","CARRIER FedEx"
11001,"SO MIG100602","ORDER SALES MIG100602","FedEx","CARRIER FedEx"
11002,"SO MIG100603","ORDER SALES MIG100603","FedEx","CARRIER FedEx"
11003,"SO MIG100604","ORDER SALES MIG100604","FedEx","CARRIER FedEx"
11004,"SO MIG100605","ORDER SALES MIG100605","FedEx","CARRIER FedEx"
11005,"SO MIG100606","ORDER SALES MIG100606","FedEx","CARRIER FedEx"
11006,"SO MIG100607","ORDER SALES MIG100607","FedEx","CARRIER FedEx"
11007,"SO MIG100608","ORDER SALES MIG100608","FedEx","CARRIER FedEx"
11008,"SO MIG100609","ORDER SALES MIG100609","FedEx","CARRIER FedEx"
11009,"SO MIG100610","ORDER SALES MIG100610","FedEx","CARRIER FedEx"
11010,"SO MIG100611","ORDER SALES MIG100611","FedEx","CARRIER FedEx"
11011,"SO MIG100612","ORDER SALES MIG100612","FedEx","CARRIER FedEx"
11012,"SO MIG100613","ORDER SALES MIG100613","FedEx","CARRIER FedEx"
11013,"SO MIG100614","ORDER SALES MIG100614","FedEx","CARRIER FedEx"
11014,"SO MIG100615","ORDER SALES MIG100615","FedEx","CARRIER FedEx"
11015,"SO MIG100616","ORDER SALES MIG100616","FedEx","CARRIER FedEx"
11016,"SO MIG100617","ORDER SALES MIG100617","FedEx","CARRIER FedEx"
11017,"SO MIG100618","ORDER SALES MIG100618","FedEx","CARRIER FedEx"
11018,"SO MIG100619","ORDER SALES MIG100619","FedEx","CARRIER FedEx"
11019,"SO MIG100620","ORDER SALES MIG100620","FedEx","CARRIER FedEx"
11020,"SO MIG100621","ORDER SALES MIG100621","FedEx","CARRIER FedEx"
11021,"SO MIG100622","ORDER SALES MIG100622","FedEx","CARRIER FedEx"
11022,"SO MIG100623","ORDER SALES MIG100623","FedEx","CARRIER FedEx"
11023,"SO MIG100624","ORDER SALES MIG100624","FedEx","CARRIER FedEx"
11024,"SO MIG100625","ORDER SALES MIG100625","FedEx","CARRIER FedEx"
11025,"SO MIG100626","ORDER SALES MIG100626","FedEx","CARRIER FedEx"
11026,"SO MIG100627","ORDER SALES MIG100627","FedEx","CARRIER FedEx"
11027,"SO MIG100628","ORDER SALES MIG100628","FedEx","CARRIER FedEx"
11028,"SO MIG100629","ORDER SALES MIG100629","FedEx","CARRIER FedEx"
11029,"SO MIG100630","ORDER SALES MIG100630","FedEx","CARRIER FedEx"
11030,"SO MIG100631","ORDER SALES MIG100631","FedEx","CARRIER FedEx"
11031,"SO MIG100632","ORDER SALES MIG100632","FedEx","CARRIER FedEx"
11032,"SO MIG100633","ORDER SALES MIG100633","FedEx","CARRIER FedEx"
11033,"SO MIG100634","ORDER SALES MIG100634","FedEx","CARRIER FedEx"
11034,"SO MIG100635","ORDER SALES MIG100635","FedEx","CARRIER FedEx"
11035,"SO MIG100636","ORDER SALES MIG100636","FedEx","CARRIER FedEx"
11036,"SO MIG100637","ORDER SALES MIG100637","FedEx","CARRIER FedEx"
11037,"SO MIG100638","ORDER SALES MIG100638","FedEx","CARRIER FedEx"
11038,"SO MIG100639","ORDER SALES MIG100639","FedEx","CARRIER FedEx"
11039,"SO MIG100640","ORDER SALES MIG100640","FedEx","CARRIER FedEx"
11040,"SO MIG100641","ORDER SALES MIG100641","FedEx","CARRIER FedEx"
11041,"SO MIG100642","ORDER SALES MIG100642","FedEx","CARRIER FedEx"
